,0,1
10,param_tfidf__sublinear_tf,"[True False True False True False True False True False True False True
 False True False True False True False True False True False True False
 True False True False True False True False True False True False True
 False True False True False True False True False True False True False
 True False True False True False True False True False True False True
 False True False True False True False True False True False True False
 True False True False True False True False True False]"
11,mean_fit_time,"[12.79458539 12.10799925 12.17372155 12.14659397 12.62122273 12.51574365
 12.49997266 12.21319437 11.1052676  11.25249879 11.3773164  11.62814093
 11.53441548 11.51702491 11.78443408 11.71226613 10.97907599 10.98544359
 11.46146202 11.3768545  11.39987858 11.94447867 11.61826468 11.3838528
 10.80477969 10.64685353 10.97169844 11.20645936 12.08748523 11.46937513
 11.12107841 11.4082094  10.64257495 10.40177512 10.77285536 10.56367159
 11.10483559 11.02343742 11.33584181 11.09769909 10.51167385 10.61917035
 10.63635238 10.53861157 10.65833728 10.64522211 10.8455197  11.28242723
 10.32644574 10.77536567 10.5685215  10.56539909 10.6341788  10.77871235
 11.20757039 10.77409689 10.89839149 10.96924631 10.53005656 10.75642443
 10.79403536 10.80569808 10.53220606 10.66212559 10.14827569 10.24642444
 10.52255257 11.02334905 10.88114794 10.46472677 10.82652561 10.56272459
 10.26492929 10.17550055 10.51943517 10.30512381 10.72712056 11.06583214
 10.63044294 10.47063605 10.21823136 10.23305408 10.45807187 10.3509783
 10.69279679 10.48589555 10.95136142 10.27466567]"
12,param_tfidf__stop_words,"[None None 'english' 'english' None None 'english' 'english' None None
 'english' 'english' None None 'english' 'english' None None 'english'
 'english' None None 'english' 'english' None None 'english' 'english'
 None None 'english' 'english' None None 'english' 'english' None None
 'english' 'english' None None 'english' 'english' None None 'english'
 'english' None None 'english' 'english' None None 'english' 'english'
 None None 'english' 'english' None None 'english' 'english' None None
 'english' 'english' None None 'english' 'english' None None 'english'
 'english' None None 'english' 'english' None None 'english' 'english'
 None None 'english' 'english']"
13,split2_train_score,"[0.20347916 0.20347916 0.20347916 0.20347916 0.19749612 0.19928128
 0.19749612 0.19928128 0.59750109 0.59750109 0.59750109 0.59750109
 0.58816007 0.51944123 0.58816007 0.51944123 0.88295809 0.88295809
 0.88295809 0.88295809 0.86292222 0.84057351 0.86292222 0.84057351
 0.99239676 0.99239676 0.99239676 0.99239676 0.99235528 0.99193589
 0.99235528 0.99193589 0.99151942 0.99151942 0.99151942 0.99151942
 0.99173686 0.99123407 0.99173686 0.99123407 0.99241697 0.99241697
 0.99241697 0.99241697 0.99214355 0.99199122 0.99214355 0.99199122
 0.99232916 0.99232916 0.99232916 0.99232916 0.99200589 0.99233115
 0.99200589 0.99233115 0.99134592 0.99134592 0.99134592 0.99134592
 0.99145267 0.99246314 0.99145267 0.99246314 0.99207679 0.99207679
 0.99207679 0.99207679 0.99196827 0.99163107 0.99196827 0.99163107
 0.99238264 0.99238264 0.99238264 0.99238264 0.99238264 0.99226267
 0.99238264 0.99226267 0.99111306 0.99111306 0.99111306 0.99111306
 0.99268237 0.99254192 0.99268237 0.99254192]"
14,std_test_score,"[9.54715545e-04 9.54715545e-04 9.54715545e-04 9.54715545e-04
 4.33472112e-05 7.08028149e-04 4.33472112e-05 7.08028149e-04
 5.69115040e-04 5.69115040e-04 5.69115040e-04 5.69115040e-04
 2.11597849e-03 3.25723424e-03 2.11597849e-03 3.25723424e-03
 9.80069245e-03 9.80069245e-03 9.80069245e-03 9.80069245e-03
 1.13634478e-02 1.08299033e-02 1.13634478e-02 1.08299033e-02
 4.63730618e-03 4.63730618e-03 4.63730618e-03 4.63730618e-03
 9.72509878e-04 1.79553740e-03 9.72509878e-04 1.79553740e-03
 3.70229098e-03 3.70229098e-03 3.70229098e-03 3.70229098e-03
 2.70761045e-03 4.07323222e-03 2.70761045e-03 4.07323222e-03
 4.80737150e-03 4.80737150e-03 4.80737150e-03 4.80737150e-03
 2.15327546e-03 4.43825493e-03 2.15327546e-03 4.43825493e-03
 7.44758043e-04 7.44758043e-04 7.44758043e-04 7.44758043e-04
 1.27232678e-03 4.15835648e-03 1.27232678e-03 4.15835648e-03
 5.66166616e-03 5.66166616e-03 5.66166616e-03 5.66166616e-03
 6.39189955e-03 7.61492413e-03 6.39189955e-03 7.61492413e-03
 6.69026482e-03 6.69026482e-03 6.69026482e-03 6.69026482e-03
 6.12226908e-03 4.93564415e-03 6.12226908e-03 4.93564415e-03
 2.29923671e-03 2.29923671e-03 2.29923671e-03 2.29923671e-03
 5.57721981e-04 2.88042311e-03 5.57721981e-04 2.88042311e-03
 5.37302251e-03 5.37302251e-03 5.37302251e-03 5.37302251e-03
 4.34092235e-03 2.66466166e-03 4.34092235e-03 2.66466166e-03]"
15,split2_test_score,"[0.20120851 0.20120851 0.20120851 0.20120851 0.19758301 0.19754824
 0.19758301 0.19754824 0.44045646 0.44045646 0.44045646 0.44045646
 0.44138116 0.42947378 0.44138116 0.42947378 0.54016156 0.54016156
 0.54016156 0.54016156 0.54253097 0.54372924 0.54253097 0.54372924
 0.53018178 0.53018178 0.53018178 0.53018178 0.52452472 0.52419108
 0.52452472 0.52419108 0.52756325 0.52756325 0.52756325 0.52756325
 0.5260156  0.52625204 0.5260156  0.52625204 0.53112106 0.53112106
 0.53112106 0.53112106 0.52566855 0.53007911 0.52566855 0.53007911
 0.52683436 0.52683436 0.52683436 0.52683436 0.52796471 0.53314327
 0.52796471 0.53314327 0.53253109 0.53253109 0.53253109 0.53253109
 0.53259953 0.53631702 0.53259953 0.53631702 0.52980966 0.52980966
 0.52980966 0.52980966 0.5307638  0.52678871 0.5307638  0.52678871
 0.52884884 0.52884884 0.52884884 0.52884884 0.52293179 0.52433208
 0.52293179 0.52433208 0.53309134 0.53309134 0.53309134 0.53309134
 0.53355417 0.52986838 0.53355417 0.52986838]"
16,std_fit_time,"[0.13010208 0.11511065 0.48852475 0.33127369 0.18126753 0.12019126
 0.11846195 0.03156317 0.08048621 0.28306656 0.03165364 0.07931542
 0.18097515 0.10302103 0.40753551 0.38610734 0.11932853 0.1364119
 0.15273727 0.1147698  0.21840359 0.51978267 0.10703035 0.15451405
 0.17966291 0.07563309 0.02945462 0.70000287 0.61202438 0.42862885
 0.11607963 0.2820338  0.17565971 0.13331157 0.05686479 0.17630217
 0.20091404 0.31609433 0.73172532 0.21097716 0.17247993 0.33345057
 0.21043246 0.03064879 0.22584454 0.09018056 0.33995392 0.32050342
 0.08304493 0.20384094 0.1933165  0.29569445 0.14334079 0.45582396
 0.46652211 0.10292219 0.88983032 0.59105664 0.20022892 0.14986267
 0.18223175 0.47812394 0.1298229  0.45106537 0.13013103 0.07824222
 0.16912413 0.77077515 0.51392912 0.09653649 0.52192176 0.45647915
 0.09914048 0.11781702 0.10224544 0.08964835 0.07225286 0.45164099
 0.02096162 0.22115427 0.12492373 0.02228296 0.14635445 0.03215219
 0.1145748  0.09814398 0.4285609  0.0362128 ]"
17,std_score_time,"[0.03340349 0.01355048 0.027297   0.02441588 0.00826513 0.01230735
 0.02354291 0.0205708  0.10703392 0.00536046 0.08891262 0.03793098
 0.0429835  0.00561583 0.06333945 0.02749909 0.0480513  0.07427075
 0.0205425  0.02974831 0.05379694 0.09426639 0.02368665 0.03039391
 0.18339767 0.12765888 0.11563118 0.13164138 0.08624038 0.1330835
 0.02499704 0.11052688 0.05827603 0.15424423 0.03442418 0.04863605
 0.00894857 0.14899977 0.10228286 0.03722389 0.10375565 0.04471505
 0.12748856 0.0747629  0.08308605 0.0404657  0.01788786 0.08901727
 0.07758656 0.01362664 0.08725372 0.11158638 0.06272645 0.10240068
 0.03780816 0.09373771 0.14427178 0.16729652 0.07138457 0.03029952
 0.01073588 0.18808341 0.01228528 0.02409622 0.17266114 0.08674534
 0.04576942 0.13170127 0.09246979 0.12911197 0.08599113 0.05925367
 0.13801085 0.1254324  0.01874957 0.03140276 0.06428665 0.09558395
 0.03155397 0.11076282 0.10114982 0.13197756 0.01023626 0.04204567
 0.05167977 0.03042162 0.02305745 0.04286164]"
18,param_clf__C,"[0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.01 0.01 0.01 0.01 0.01
 0.01 0.01 0.01 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 1.0 1.0 1.0 1.0 1.0 1.0
 1.0 1.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 10.0 10.0 10.0 10.0 10.0 10.0
 10.0 10.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 100.0 100.0 100.0 100.0
 100.0 100.0 100.0 100.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0 200.0
 300.0 300.0 300.0 300.0 300.0 300.0 300.0 300.0 500.0 500.0 500.0 500.0
 500.0 500.0 500.0 500.0]"
19,split0_train_score,"[0.20177224 0.20177224 0.20177224 0.20177224 0.19753086 0.19780136
 0.19753086 0.19780136 0.61330688 0.61330688 0.61330688 0.61330688
 0.59989015 0.53314348 0.59989015 0.53314348 0.87359702 0.87359702
 0.87359702 0.87359702 0.860607   0.84148787 0.860607   0.84148787
 0.99248179 0.99248179 0.99248179 0.99248179 0.99204469 0.99146873
 0.99204469 0.99146873 0.9922372  0.9922372  0.9922372  0.9922372
 0.99186918 0.9916097  0.99186918 0.9916097  0.99222913 0.99222913
 0.99222913 0.99222913 0.99204525 0.99185977 0.99204525 0.99185977
 0.99136198 0.99136198 0.99136198 0.99136198 0.99096967 0.99159141
 0.99096967 0.99159141 0.99188148 0.99188148 0.99188148 0.99188148
 0.99160077 0.99108937 0.99160077 0.99108937 0.9918981  0.9918981
 0.9918981  0.9918981  0.99163867 0.99170207 0.99163867 0.99170207
 0.99263139 0.99263139 0.99263139 0.99263139 0.99211124 0.99124631
 0.99211124 0.99124631 0.99219986 0.99219986 0.99219986 0.99219986
 0.99190093 0.99158903 0.99190093 0.99158903]"
